renovated,7151
service,1375
College!,22099
needed,1855
master,13113
10am-,15131
College.,22100
Greenberg,11106
11am6,15158
positively,13374
Heather!,23433
<eos>.@SenRandPaul's,15971
<eos>MILITARY,18783
energy;,29511
<eos>Zegarelli,19258
old!,32076
#NASDAQ,14374
feeling,5721
N.K.,24653
Chicago,871
sustaining,34252
spectrum,13744
'reset',14965
resonate!,33247
<eos>Lots,3677
dozen,29322
foundational,12742
Then,1346
recommended!,33064
<eos>Discipline,18483
media.The,13125
<eos>@gabrielsherman,17617
Economic,7923
They,122
Brunch,21699
working-less,35308
shipments,33652
#JohnRyder,14310
limitless,31305
@WealthyJACK,20475
metrics,31637
<eos>.@mystikangel,16101
mouth,7055
long.,3926
conceded,28527
<eos>@EdwardFCox,16518
long!,5805
singer,33750
10:30am,9639
@gma,20675
#RepMikeKelly,14451
@ZWLykins,20494
scream,9248
saying,343
rally.VIDEO:,32967
<eos>You're,5252
rico,7168
LIVE,1912
roadblocks.Thought,33362
bliss,27888
rich,1868
Senator.,4790
Jeter's,11234
Senator-,11710
plate,32526
immigrants.,30700
Energize,22781
Mark.,5449
Perez!,25191
immigrants?,30701
$10,3055
droning,29343
Senators,1459
Janise!,23776
Fascinating,11031
nicely,13205
Janise.,23777
Rio,4777
understand.The,34828
boarded,27903
Pacifica's,25099
clarified,28349
.@TheRealMarilu,15072
Anderson,5315
<eos>@Luigiboria,16820
optimism,3244
<eos>America,3315
@aahs5star,20503
<eos>Homeland,18645
lots,1027
droves,29347
with...,35260
<eos>.@stephenfhayes:,16125
wage,14049
extend,4947
nature,31850
<eos>Tomorrow,3336
cut,962
seriously.,33582
<eos>When,398
team---,34336
Bronx,4638
protecting.,32829
<eos>CPAC,10013
lot?,13077
trouncing.The,34726
-cross,2332
lot.,8987
#BringBackOurMarine,6029
lot!,5808
eradicate,12618
CPAC2013.,21865
doubt!,29305
good-Nielsen,30215
Obstructionist,8160
doubt.,29306
@bobbymayojr,20556
Clinton's,1199
7pm!,3657
doubt?,29307
7pm.,4518
7pm-,9728
SATURDAY,25739
Watch.,26923
<eos>@10AJMcCarron,6100
TURN,26366
union,13988
sixteen.,33770
.,184
HILLARY',23348
much,89
Closely,22071
Hoosier,23502
tallest,4458
premier,9132
Periscope!,11543
me-but,31566
lowlifes!,31420
needed.,13191
@NolteNC:,20071
@ErinBurnett,7669
spin,7221
13th,1230
<eos>South,3683
percentJoin,32392
professionally,13418
employ,4314
P.P.,24990
<eos>Please,3331
7pmE,7451
all-by,27326
consent.,28584
<eos>@workplayeat,18231
Trace?,26545
Potomac,2886
plants.,32525
<eos>...Mexico,15681
memorial,31614
Valley,8366
mentor.,31625
spews,33943
split,13754
<eos>1.5M,16145
principals,32720
mentor!,31624
saluted,33444
Maybe,4173
workforce,7336
NATION,5460
facts.Too,29756
coached.,28407
Nat'l,2231
<eos>Don,10042
losers:,31392
Gavin,23187
<eos>@SunSentinel:,17179
losers!,3560
academic,27138
<eos>TPP,19116
Table,26370
Hispanically,23477
corporate,6784
plaque,13345
losers.,3561
appropriately,12068
@DailyMailCeleb,19553
Laureate,24085
<eos>@Page08,16998
info:...,30819
team--he,34337
Happy,430
.Casting,15074
taxes!,9353
taxes.,3620
#CTPrimary,14191
had,108
hay,30429
Connecticut,4653
@GGMaryP:,19676
beloved,12136
Steve.,26197
Steve!,6595
9.3-4,15566
has,31
hat,6935
grieve.,30289
survival,13837
online,2062
#autismsupport--glad,14595
enough-or,29528
Irony:,23710
#HR873.,14279
A-Rod.,4610
12:30,15172
Brenda,21670
hand!,30381
LEAKING!,24004
Steven,3814
<eos>@BobHapka,16330
Pentagon,11539
<eos>Between,7530
Thrursday,26484
attorney,12093
crowd,300
crown,5654
topping,34600
approx.,27504
Between,21572
@KieranLalor,19876
even......,29609
ratings-I,32990
Jake.,11224
subject-must,34134
bottom,4264
<eos>@kevindrako2,17788
Facebook,1645
ratings-a,32991
Nears,24749
Celebration,21953
Calls,10791
@LukeKerrDineen:,19921
burner,28066
doesn't.,12539
Ideological,23616
REPEAL,3800
Probably...,25347
<eos>Secy.,19035
Emirate's,22763
<eos>@DamacOfficial,16450
Susan.,11769
<eos>@carly,17450
benched,27799
in-John,30740
pipelines.,13339
<eos>'True,15636
Aaron,21089
valleys,34970
Doonbeg,3744
due.,29357
Ends,22779
screens.,33506
pols!,32604
@krystalball,20752
Jay.,23784
serving.,33591
pols.,13367
@OraTV,20086
despises,29052
greatness,6922
rapes,32979
Clinton!,5353
shoot-,13679
Clinton',22058
shoot.,33662
Clinton-,7864
<eos>Join,235
Clinton.,1200
FLIGHTS,11010
Clinton:,10842
Clinton?,22064
@GovChristie,7677
congratulations,4283
@abc,20505
<eos>during,19268
tweets-you,34778
County,1112
open-air,32104
nicest,13206
dues,29358
Garden.,23175
disgrace,4303
Koran.,23948
bats,27724
LIES!,11285
Yes--he,27076
brightest?,28011
eventual,29615
minds.,31679
brightest.,28010
Gisele--Best,23227
role,5066
<eos>@GinaCHaley,16563
OHIO,6519
transgender,34665
roll,33373
<eos>'Podesta,15629
E,10963
artAndy,27529
outage,32181
'Responsible,14856
Melbourne,8108
intent,8927
shootout,33667
@SCOTTHALLNWO,20204
<eos>.@Jimmyv3,15863
will....,35215
@cspan,5293
overturned,32239
decision,932
profits!,32777
stay!,13781
corps,28661
whoever,14085
<eos>@erikcantu,17589
happening-and,30398
stay.,34031
@theviewtv--by,20957
bandits,27690
chair,28236
stay?,34032
Untapped,26705
Mitt!,11410
it--went,31012
losing.,31393
<eos>@TraderExpert,17268
<eos>Something,7614
Tourism,8334
<eos>.@Boeing,15786
tenacious,13883
By:,21747
jerk,6995
choice,1598
child!,28311
<eos>@BrightonPatriot,16356
gloomy,30181
Ruddy,25696
Petreus,11545
corp.,28660
exact,5710
child.,8584
Tar,26394
Tax,1300
good-,30214
great...,30280
supply.,34202
Taj,26375
PARODY,25002
M.,8092
Liars.,24148
oblige.,32028
chopping,28327
shirts,847
Presidents!,25325
Enjoy.7A.M.,22789
Hallmar.,23379
celebrated,6740
$87,14724
boost,12171
Lopez,24208
Me,4734
drafted,12550
climbs,28376
#TBT,1194
trail.,5993
O,2699
address,2026
Europe.,7939
My,512
ME,3406
MD,24264
<eos>@not,4051
Sessions.,25981
MN,8095
MI,8093
MK,24294
GREAT.,23154
accomplished,3158
MS,5442
MY,11358
influx,8920
REAL,4771
Cokie,22089
READ,6552
<eos>@yadapup,18238
Timepieces,26500
Enough,5383
Jong,8057
<eos>.@natalie,16102
@ThePGAofAmerica.,20343
Joni,11241
opposes,4402
<eos>Tried,19153
August,6296
working,266
perished,32411
IMMIGRATION,3761
opposed,3572
<eos>Magician,18787
Those,26477
magnificently.,31454
Myer,8129
world-lots,35317
Doubled,10952
@kingsthings,10527
Children's,5351
Latinos,24078
Jon.,23832
originally,13262
Core---,22187
Hershey,8015
support--really,34203
Spitzer's,11734
following,4957
<eos>.@EliseChristine,15824
7:40.,15515
locks,31359
heard.,12850
@CBS19:,19474
Huma,11174
listens,31330
Unity!,26695
#abc2020,14592
<eos>Insurance,18686
Easier,22695
thanking,13891
Persistence,11544
talented.,34296
unemployed?,34837
Dempsey,22463
listen.,8979
Drain,10953
groups.We,30301
Foundation's,7966
convincingly,28644
fueled,12760
Wiesel,26980
percent--his,32385
Corporate,7878
<eos>.@MarketMavensInc,15909
LEAGUE,11279
operandi.,32111
conscious,28581
Racism!,25481
skirmish,33779
wolves,35275
windfarm.,35232
LIE,11283
below.,27796
years,193
episodes,2947
incl.,30762
LV,24044
did!,6813
Docks,22546
did.,3500
<eos>Jailed,18706
@postandcourier:,20862
dead.,2576
@GolfMagazine,4083
suspension,34247
dead!,3498
troubled,7279
Hiding,11157
episode!,29558
@AlisynCamerota,19353
recipients,33060
civilian,12278
Iraqis,23705
ENERGY,22655
Popularity,25277
CHOICES,21797
year-,35386
year.,1229
drilling,8717
<eos>Various,19187
year!,2816
next!,31914
trouble?,34723
Increase,11200
<eos>Saying,19024
workforce.,35305
Abdeslam,21093
trouble.,3035
trouble-,34719
#agreatcause,14593
quarter,9160
next.,9046
trouble!,2808
@GarySiniseFound,19689
Verdict:,26780
Chakraborty,21963
Live,1340
curb!,12421
golfing.,30212
entering,6850
Soiree,26099
<eos>.@ABCPolitics,15754
disasters,6820
incentive!,30757
troll,13950
8.Watch,15530
@TrumpWomensTour!,20403
Owen.,24982
<eos>@Skyhawk442,9901
Ineptitude,23660
Michigan,1731
downside.,29319
Florida-tomorrow,23040
seriously,2172
skit-,33780
internet,6982
INCOMPETENCE,23574
downside!,29317
disaster.,963
<eos>@KevinKuhn5,16763
THANK,1170
<eos>El,10048
disaster!,1603
complicated,6775
growth.,5750
@TaylahhKane:Donald,20314
79M,15506
profit-they,32775
next?,13204
@gulf,20685
fabric,29740
@Nia,20064
modest,31734
learning!,31213
aboard,8421
<eos>@josephc45,17751
emotion,8745
gunshot,30333
saving,3599
anymore.,2404
spoken,4447
anymore!,4246
<eos>@5thmcfly.,16202
one,68
anymore?,27442
<eos>.@MonicaCrowley,9796
guilt-can,30325
Palos,2881
TJOHNSON,26326
Monday,957
disrespect.,12526
<eos>@Y0landaRiggins,17332
MIDDLE-INCOME,24281
<eos>@rcmillershow,18025
afford.,27238
on.,2061
on-,13242
on!,2987
'local,14942
snatch,33842
on?,3571
specialists,33922
decision.......,28923
surged,7249
History,8017
<eos>Tomorrow's,10225
<eos>Depression-,18472
crossroads,28778
<eos>@RealPro4Real,17061
rehab,9182
Syria-big,26279
proactive,32744
<eos>.@MileyCyrus,15925
fundraisers.,30107
turned,1325
locations,7019
Field,7957
Won',27012
@ABFalecbaldwin,19318
detrimental...,29076
warriors,35100
<eos>Failure,6133
@LATshowtracker:Monday's,19886
percentVia,32394
touch!,34605
Darren.,10919
#BuildTheWall,9495
Hale,23372
touch',13927
Half,23374
past--they,32326
Hall,873
touch.,34607
location:,31355
opposite,3573
perversion-the,32437
spewing,33942
location.,5004
<eos>@jrmarsy,17757
Greta's,23285
knowingly,3548
Shimon,26013
location!,31354
records--all,33074
Chef,7857
warrior.,35099
lazy!,13029
lazy.,13030
leaderboard.,31199
<eos>Treasury,19150
Romney:,11656
effect',29418
CARD',21764
Sky,11723
Garners,23178
keep--your,31095
Romney.,8239
Romney!,25671
aggressive,5578
@FLOTUS,2204
<eos>Club,7542
Leadership,1814
try!,9402
Housing,23526
MOVEMENT,1341
<eos>@DanyellaAngel,16462
Enjoy!,212
revolutionized,9212
<eos>@puffy61,18015
balconies,27684
<eos>@MelissaIl,16900
awaiting,27630
press?,32697
press!,13399
@stephenbaldwin,20926
RENTA,25435
@exxonmobil,20644
arrested-but,27524
vision,1378
millions-we,31670
<eos>Getting,949
award!,8489
award.,12098
'Inconceivable',14813
again-then,27253
Jonah,23833
vaccines,7302
naked.,31834
enjoys,12603
<eos>@bguzqueda,17412
@leeboggs,20761
impression.,8908
Harbor,8007
planes,32520
<eos>@TheTinaBeast,17239
awards,6699
prohibits.,32787
concentrated,4905
busting,28086
Hathaway,23421
enjoy.,4938
enjoy!,1943
<eos>.@robertjeffress,16119
Zach,27098
job-smart,31056
flipped,29939
s,13621
workplace,35309
recordings,33072
can't,140
reading?,33024
want:,35085
reading.,33023
<eos>@fordbeautyqueen,17608
<eos>@colonopenbrakit,17495
want.,7315
Hammond-,23385
Address:,21119
<eos>USA,19168
A.C.,4099
west,14075
MIXa49,24293
Perhaps,2548
Asheville,10654
Vets,3832
Address-,21118
@GStephanopoulos,2661
wants,273
happen-a,30395
Obama--now,24877
#Expo2020,14246
formed,4962
photos,9108
<eos>@mschrock4,17928
Uranium?,26714
hashtag,12842
<eos>@SavvY,17138
@Omarosa,7695
former,1605
B.S.!,21390
@rwildewrites:,10561
@RealBHorowitz:,20155
cure,8656
newspaper,4396
situation,1695
Weidman!,26951
penthouse,13319
WPOST-ABC,26881
eagles.,29381
@guardian,10517
engaged,6848
1.295M,15102
management!,31482
Eliminate,22745
Prez,25335
corrupt.I,28666
<eos>@JAMES,16641
Pres,5486
cafe,28107
verified,14019
Replacing,11635
<eos>.@GretchenCarlson's,15847
<eos>@Legit73791728,16797
@HugginsRachel:,19759
visually,35044
wires,35248
defy,28955
IRS,3762
Prohibitions,25355
@megynkelly.,10533
advertisement,27223
IRA,23593
history-I,30537
cities-both,28340
wholeness,35197
Tappan,26393
tracking,34638
doing--every,29258
Megyn,5454
fan--he,29787
BORING!,21443
<eos>JOIN,6148
<eos>Russian,10189
himself-a,30525
officers!,5843
being,92
troops.Our,34716
officers-,13239
Conservative,2364
recycled,33085
Death,22419
#Mediafraud.,14366
Debate.,22421
Mielke,24528
INVESTMENTS,11186
Yuma,11971
EVERYTHING,22680
Blackish?,21599
chance...,28247
<eos>CAMPAIGN,18376
Guantanamo,23297
Crane,22224
malfunction.,31476
Debates,10923
SAFE,992
sums,9338
Clicker:,10839
unveil,7296
traffic,9390
preference,32661
world,251
<eos>Worst,10256
postal,32627
<eos>....because,9754
sensational,33567
hunger.,30627
<eos>@ClassicEd,16411
undermining,34824
Achievement,3092
glamor,30172
Syria-FIX,26278
obstruct,13229
windfall!,35229
'Is,9603
learning,4372
NAFTA,2541
@BobPriceBBTX:,19441
windfall.,35230
Seriously,25976
SOLDIERS,25794
'In,14812
<eos>.@peachespulliam,16110
'IF,14811
@trumpwinery,3711
910,15571
restoring,33268
Thanks--just,26454
Jeanine,23787
disinformation,29180
retains,33275
Benghazi?,5330
Benghazi!,10710
You'll,2902
leadership,578
Miraculous,24549
<eos>.@DanaPerino,7465
prepared,2164
Benghazi.,2672
applications?,12060
disabilities,12507
<eos>Karzai,18730
Hi.,23457
@CahillForAG,6202
@ShawnJohnson,7711
No,258
antidote,27430
<eos>@arsenioOFFICIAL,17389
<eos>Wealth,19219
lively,31340
NH,1524
NJ,2875
Votes,26825
NM,24689
NO,1078
NC,4181
ass!,6690
NE,24674
trip!,34706
Peninsula,5477
NY,671
ass?,27552
seasons!,33520
bubble,28029
N.,11427
WORSE!,26878
SEVEN,25769
Williams-I,26991
with,17
abused,11978
pull,7136
rush,9230
Braley,7828
monopoly,31755
Rodriguez,11655
Beheading,21539
putters,32897
rags,32956
31.5,15359
dirty,2751
<eos>.@GovernorPataki,7471
<eos>@JBoyle007.,16644
trips,34709
Forum's,23069
<eos>.@CNN,1563
Cirque,22036
laughter-it's,31177
Development...,22494
<eos>.@Ynberg:,16023
Blumenthal.,21610
POLITICAL,25047
Airlines,3716
watches,35118
watcher,35117
watched,774
Stupid',26227
Real,3433
<eos>Within,19235
renewal.,33181
Wage.,26895
Read,2703
unparalleled,13994
11.2.12,15140
rates!,32985
puppy,13448
Lady,4718
Club--Los,22075
@lullintheaction:,20776
Mexico!,5456
lie-even,31270
Mexico-,24500
Mexico.,3117
waving,14063
speed.,33935
#BigLeagueTruth...,9493
@trumpdoral,7759
nonwork.,13214
Mexico?,24503
tricky,34701
<eos>will,19298
AZ.,21088
me:...,31579
tricks,9400
Explained,22851
states.Pendulum,34018
<eos>Wisconsin's,19231
finally!,29880
<eos>@RebeccaErin,17064
<eos>All,1282
caused,2034
Fix,7963
@DaveBratVA7th,19572
passing.,13303
compete?,28495
causes,5628
compete!,28493
Waterbury,26927
riots,5064
debt..,28901
<eos>@MikeDemkiw,16913
cause.,8568
Islam.,11214
Islam!,23718
cause!,12247
<eos>Drudge,18495
floated,29941
Conversation,7875
24th,9673
Colby.,22091
hiring--,30531
BEAUTIFUL,10675
visionaries-they,35039
penalty-judge,32368
STEVENS,25818
Sexting,25989
sand,9239
sane,33451
masterminds!,31530
small,544
<eos>Germany,18611
sank,33452
Spence.,26139
Department?,22475
USED,11860
Department:,22474
197,15232
190,7419
past,911
Department.,7902
pass,1423
investment,2443
Justin.,11248
Disavowed,22525
10:30.,15127
menswear,7043
clock,28380
<eos>@DoroMundo,16499
<eos>.@VP,9817
BREAKING,21452
'Road,14858
@CBNNews:Exclusive:,19473
--very,15022
lifted?,31287
Ogilvy,11492
haul.,30423
time-no,34516
full,723
<eos>@Newsmax,16968
Charlie,6334
Huntley,23542
<eos>@eheinlen,17576
<eos>@kennymacaskill1,17785
civilians,6757
Spencer,8287
@rebeccagberg:,10556
Mercer,24490
@JudgeJeanine,4580
Rodman,5499
@WeGotEd,20474
experience,1307
TELL,8311
prior,1863
coolest,28651
@BrettMalec:,19457
followed,6892
ours,13265
<eos>@feksbaby,17598
Richmond,5496
Difficulties,22503
substance!,34145
substance.,34146
makeover:,31469
<eos>.@AC360,9769
Caputo,21910
attendance,8483
@TelegraphSport,20318
Setbacks,25983
God.,11096
@hunterbaker,20701
fragrance,5733
U.C.,26642
CAUCUS,21772
more,61
@realDonaldTrump--'Lack,20871
door,4306
initiated,30835
company,1662
corrected,12390
one-sided,2778
<eos>Football,18588
@Mellyora13:,19975
jailed.,31034
doom,29288
negativity,13192
learn,999
knocked,4995
<eos>@jon,17747
disgrace-,29171
disgrace.,5685
meaner,31581
disgrace!,5684
PEACE.,25014
Chao,21978
investigate?,30963
Brian!,10752
Glasgow,11094
loan!,31344
huge,2153
everything.,29625
<eos>Diligence,7553
ZERO.,27096
dismissed,29189
#NeverHillary,9542
Fusion,11067
Succeed,11763
their....,34418
<eos>@KayWiggs,16751
shootings.,9271
<eos>@BrooksStephen,16361
competed,12321
<eos>Twisted,19160
intended,30903
<eos>Jeb,1331
Emin,10978
disgraced,12521
machine!,31436
<eos>Maybe,3678
choker!,28321
OTHER,24870
SOLVE,25795
golf.Worse,30209
<eos>.@bobbyjindal,16034
yourself--or,14129
Glenfiddich,5404
twisting,7286
<eos>.@T-Mobile,15980
<eos>@jakewittman,17691
France.,3753
11.5,15142
reelection.,13504
success-and,34156
resorts,13569
paper,2783
signs,7208
smiling,13722
<eos>.@jasondhorowitz,16070
course!,5649
mistreated,13157
course.,3865
<eos>@RoborBobor,17093
course:,28706
Brussels,5338
DEMONSTRATED,22312
resort!,33249
sign!,33728
sign.,9280
resort.,7161
Birthday.,3725
representatives!,33213
representatives.,13559
Birthday!,2673
'doesn't,9614
pays?,13314
@Stjude.,20286
BECAUSE,21408
@espn.,20637
V.P.candidate,26721
courses,1410
@espn:,10511
country.Tell,28696
help-,12856
begged,2914
@elianayjohnson,20626
<eos>Steps,19085
advertisers,12011
operation,32114
Lowest,8090
Isaac,23716
research,7157
Report,6559
seizures,33548
@rcpvideo,20867
asap.,27538
@jacknicklaus,2207
Serious,8274
Peninsula.,25177
promise...,32797
occur.,32042
definition,4924
non-sense,31971
excluding,29657
testament,9359
<eos>@Maybach,16887
overtaxes,32235
3rd.,2498
-Zero,15039
Larry.,8078
Dalai,22362
brutally,5617
preservation,32687
victims....,35004
sequester,7196
<eos>@IvanGH,16635
Personality,25202
safe.,3598
Started,26167
Byrne,21748
<eos>.@VattenfallGroup,4048
<eos>Entrepreneurs--Always,18528
Replace...and,25566
7pmE.,15521
safe!,3010
swearing-in....he,34258
7pmE!,9730
Husband's,23551
rulings.,33406
first.,3526
<eos>26,7495
first!,8815
<eos>25,16157
@WSJ,1516
interviewed,213
2012:,15282
Curtis.,22266
<eos>2.,16154
<eos>.@Jetsetterdotcom,15862
theater,34416
2012.,6058
<eos>Boston,18355
along-no,27346
ungrateful,7292
Cancer,6324
condolences,1599
getaway,6910
poetry.,32566
dismantling,29187
Cancel,21902
<eos>.@PiersMorgan,9802
<eos>@McGuire1978,16889
<eos>@jessilin02,17722
guarding,30317
#1for,14140
<eos>Rosechem1,19006
sell,1034
'Definitely',14784
prices?,32710
Food,7965
self,1872
<eos>Hypocrites!,18661
understand!,9410
also,366
prices.,7124
sarcasm?,33453
unreal.,34892
Foot,11051
unreal!,34891
CALLED,10772
understand.,34827
@MichaelCarl7:,19983
<eos>.@transition2017,16129
absolute.,27128
report-it,33201
@politizine:,20859
understands,13976
@SaveCulzean,20225
they'd,34443
Capitol,6325
seize,33545
sometimes,2481
@UncleRUSH,10486
barred,27711
sharp!,33630
Nadine!,24719
barrel,12114
charged,6746
sharp.,13674
Imbue,23631
<eos>@stretch33701,18132
4pm:,15419
Tillerson,4221
<eos>.@willweatherford,16136
Had,3393
accommodations,5573
bookings,27935
entity,29549
Has,1811
Hat,23418
overwhelmed,32242
4pm!,7437
88th,15546
Dunn,22625
Premiere,25304
<eos>@lucasnahn,17844
Base,10696
pleasure.,32550
knowledgeable,31127
matter--,31544
liars!,31257
<eos>.@NBA,9797
<eos>.@NBC,9798
Wife,26981
alive.,12035
sunny,34195
FOUNDERS,22921
<eos>@Tedieballgame,17206
SPENT,25805
Journos,23842
Dimes,22508
@mrewanmurray:Donald,20805
column.,28440
<eos>@ChayalimBodedim,16398
<eos>'Democratic,15611
tanked,13863
'Bill,14763
<eos>@Emeka89,16521
@EliotSpitzer,19621
dude!,29355
4pmE,15420
Dir.,22516
@loudobbsnews-,20774
insane,3919
TRUMP'S,11790
GOPLegacy,23147
'Serious,14861
surveys.,34236
shower,33706
3pm!,4515
exchange,8772
ESPN.,22671
3pm6,15387
Peggy,25173
Weiner!,26953
3pm:,15388
Weiner.,26955
15th,5172
unity!,34867
'Never,9606
Sewer,25985
empowering,6843
Neil,5463
E-mails,6375
connection,12351
weary!,35140
Poll:,2885
<eos>@brianchampagne,17431
Poll?,25270
acted,4839
<eos>@jmendowns,17737
Poll.,3427
Poll!,25266
belt,27797
mentality.,31619
Theres,26469
suburbs,34151
Murdered,24640
day--get,28857
Carl,7848
Pervert,25203
Card,7847
Care,1719
N.C.,11428
Polls,2552
longest.,31369
awake,6698
well--wrong!,35168
Harriet,23409
consulate,28600
episodes!,12616
expanded,4944
budget,1055
admire,27204
pressed,13400
monsters!,13166
31,4511
Market,1730
#TeamTrump,9556
<eos>Phoenix,10153
Drucker,10956
#VPDebate,1792
binding,12149
no-bid,31941
#JointAddress,14312
@Cher,19509
Name.,24722
Office...,24909
@AndersonCooper,10275
3.,7434
<eos>Bruce,18369
paper-thin,32284
affairs,12016
Entrepreneurs,7934
U.S.!,2724
U.S.?,8346
Download,22597
10:00pm,9638
nickname,31923
<eos>Afghanistan's,18276
yet?,9479
.Will,15082
Proceeds,25349
yet.,3049
'tough,14980
Kerry's,11265
<eos>@TNMouth,17195
Karl,1580
yet!,4024
O.,11470
#NYPrimaryTickets,14386
<eos>@Tiramis81858117,17255
O!,24828
@JimmieJohnson,19823
'American,9600
Brande,21656
@TuckerCarlson,20405
parents,5857
Marino,24395
riots.,33350
Marine,2693
advantage--see,8434
On,1244
Ok,24922
emergency,5698
Oh,5470
Of,1457
couple,4287
agreed..,27276
<eos>@MaryRosesGarden,16870
Buzz,6317
Gasparino's,23185
@skropf47:,20913
tours.,13930
BEFORE,10676
ON,1650
OK,11475
Brand.,21655
parent!,32296
OH,2878
OF,875
Yulin,27094
Show,703
OC,6517
transcripts--he,34663
reason-I,33035
individuals,30798
risks.,9223
Iain,23607
OR,6520
KNOW,23873
reelection,33097
patience;,32339
STUPIDITY,25829
VICTORY,11874
@DeptVetAffairs:...,19587
away.The,27636
scarf,33481
Sugar:,26241
into..,30943
Frank,5396
prez.,32707
behave,27771
<eos>@cbmcq,17455
LEADER,11277
reloaded.,33156
harmless.,12841
@CharlesHurt:,10301
Summer!,26247
<eos>@BrennenChase,16346
<eos>@bahia6085,5201
Hello,23444
restaurant-don't,33266
Most?,24615
deserved,8685
<eos>Little,2093
Fran.,23084
policies!,13362
<eos>.@BlairKamin,9776
wrinkles,14114
Puppet!,25374
deserves,2939
Puppet.,25376
Shaq,25994
change-100,28252
Shaw,11716
terrorists,1558
into,125
prices-nothing,32709
Flights,23033
credit!,12413
ints,30949
contributor,12378
<eos>@korydc,17802
Used,8360
fees!,29840
Feds,22982
Rick!,25621
'Power,14849
opens,5847
<eos>...Trump,9760
considerably,28590
@NJPGA,20031
Springs:,26155
Congresswoman,6346
int.,845
REPLACE!,8210
terrorist!,34391
<eos>Working,6193
Amnesty,2669
Resolution,11641
REPLACE.,25437
Springs-,26154
co-leading,28403
HIRE,6428
